datetime,value,predict
2016-10-09 12:00:00,9265.8308,9241.248388459037
2016-10-16 12:00:00,9320.682,9282.39145577713
2016-10-23 12:00:00,9198.628,9202.864585939862
2016-10-30 12:00:00,9181.263,9282.646307690982
2016-11-06 12:00:00,9248.034,9288.269562728206
2016-11-13 12:00:00,9273.226,9381.211702496163
2016-11-20 12:00:00,9311.038,9267.693345044368
2016-11-27 12:00:00,9229.568,9201.603335262238
2016-12-04 12:00:00,9282.625,9334.576640903178
2016-12-11 12:00:00,9295.202,9459.657817656323
2016-12-18 12:00:00,9366.068,9317.626587357645
2016-12-25 12:00:00,9272.725,9372.866227125744
2017-01-01 12:00:00,9316.549,9340.171272836393
