datetime,value,predict
2012-09-25 12:00:00,971.81,922.3550297780444
2012-09-26 12:00:00,984.98,925.2119973260019
2012-09-27 12:00:00,991.26,933.1011100015327
2012-09-28 12:00:00,988.47,948.5042373131016
2012-09-29 12:00:00,978.16,957.0434372101613
2012-09-30 12:00:00,980.81,953.260844944087
2012-10-01 12:00:00,965.31,961.9560759545643
2012-10-02 12:00:00,964.27,979.5080193440533
2012-10-03 12:00:00,967.59,979.3008498653973
2012-10-04 12:00:00,988.25,981.0429869281633
2012-10-05 12:00:00,976.97,951.9045141359222
2012-10-06 12:00:00,971.58,971.0835710889623
2012-10-07 12:00:00,979.24,963.3247337169691
2012-10-08 12:00:00,977.64,945.0231146701492
