datetime,value,predict
2015-08-31 12:00:00,3144.24839,3626.609904291291
2015-09-30 12:00:00,3172.65651,3433.434577179014
2015-10-31 12:00:00,2234.63542,3461.6869498975566
2015-11-30 12:00:00,2688.06069,3396.240462555726
2015-12-31 12:00:00,2776.56179,3274.1800971411153
2016-01-31 12:00:00,3341.1277,3361.0951467102677
2016-02-29 12:00:00,3480.74358,3466.392618483462
2016-03-31 12:00:00,3420.18009,3299.257030785538
2016-04-30 12:00:00,2914.63003,3145.650456854031
2016-05-31 12:00:00,3262.02213,3179.600599889295
2016-06-30 12:00:00,3074.61086,3367.2274375428665
2016-07-31 12:00:00,3202.92798,3336.2004289447686
2016-08-31 12:00:00,3420.8838,3457.251373058158
2016-09-30 12:00:00,2673.47535,3397.8113784230363
2016-10-31 12:00:00,2695.80016,3315.1006358672116
2016-11-30 12:00:00,2896.97312,3274.6670429237342
2016-12-31 12:00:00,3430.65296,3426.520086138662
2017-01-31 12:00:00,3601.73468,3370.2515053760276
