datetime,value,predict
2012-09-25 12:00:00,11433.6,11243.745031590768
2012-09-26 12:00:00,11529.2,11234.397451800514
2012-09-27 12:00:00,11649.8,11234.5708293174
2012-09-28 12:00:00,11717.8,11215.36591930316
2012-09-29 12:00:00,11571.3,11184.485300142876
2012-09-30 12:00:00,11534.6,11175.346798722001
2012-10-01 12:00:00,11504.9,11172.344046293283
2012-10-02 12:00:00,11573.5,11180.426266346405
2012-10-03 12:00:00,11669.1,11185.555033790024
2012-10-04 12:00:00,11854.1,11203.682994873045
2012-10-05 12:00:00,11810.2,11224.665621186832
2012-10-06 12:00:00,11770.6,11245.323010727108
2012-10-07 12:00:00,11698.6,11240.46543153729
2012-10-08 12:00:00,11744.8,11221.234437268235
