datetime,value,predict
2015-07-31 12:00:00,2102.0,2064.6296296296296
2015-08-31 12:00:00,2105.0,2054.2837837837837
2015-09-30 12:00:00,2077.0,2048.931818181818
2015-10-31 12:00:00,2085.0,2053.6470588235293
2015-11-30 12:00:00,2093.0,2054.7272727272725
2015-12-31 12:00:00,2110.0,2068.0508474576272
2016-01-31 12:00:00,2106.0,2065.59649122807
2016-02-29 12:00:00,2104.0,2060.5853658536585
2016-03-31 12:00:00,2111.0,2067.237288135593
2016-04-30 12:00:00,2122.0,2078.0576923076924
2016-05-31 12:00:00,2151.0,2080.3333333333335
2016-06-30 12:00:00,2188.0,2080.054945054945
2016-07-31 12:00:00,2206.0,2082.546875
2016-08-31 12:00:00,2203.0,2071.3703703703704
2016-09-30 12:00:00,2156.0,2070.796296296296
2016-10-31 12:00:00,2162.0,2065.3125
2016-11-30 12:00:00,2173.0,2070.4222222222224
2016-12-31 12:00:00,2185.0,2067.0666666666666
