datetime,value,predict
2012-09-25 12:00:00,2763.41,2725.723520138602
2012-09-26 12:00:00,2746.75,2715.2973929283235
2012-09-27 12:00:00,2721.67,2736.0746710988096
2012-09-28 12:00:00,2725.96,2740.628951962475
2012-09-29 12:00:00,2724.79,2719.8413091396314
2012-09-30 12:00:00,2700.01,2714.335842929804
2012-10-01 12:00:00,2739.74,2725.4516482995255
2012-10-02 12:00:00,2744.1,2738.1572389528574
2012-10-03 12:00:00,2737.13,2691.9973649118892
2012-10-04 12:00:00,2739.2,2710.689269878152
2012-10-05 12:00:00,2760.28,2734.581380211794
2012-10-06 12:00:00,2739.32,2712.2842407483786
2012-10-07 12:00:00,2722.57,2706.2398125628733
2012-10-08 12:00:00,2753.19,2711.0325734583307
