datetime,value,predict
2016-11-27 12:00:00,2187.16,2227.5789005599286
2016-12-04 12:00:00,2205.63,2233.9076607488155
2016-12-11 12:00:00,2214.48,2216.355335823557
2016-12-18 12:00:00,2228.7,2227.5337292067625
2016-12-25 12:00:00,2312.59,2251.5018094732263
2017-01-01 12:00:00,2368.47,2265.8512698374125
2017-01-08 12:00:00,2384.82,2276.3725280444723
2017-01-15 12:00:00,2353.87,2312.288823341247
2017-01-22 12:00:00,2374.86,2319.114081511465
2017-01-29 12:00:00,2351.83,2328.829641463356
2017-02-05 12:00:00,2331.47,2345.1780898736106
2017-02-12 12:00:00,2340.08,2354.0799079654735
2017-02-19 12:00:00,2351.46,2371.05341764466
