datetime,value,predict
2006-05-31 12:00:00,2524.9668154,2465.888209383311
2006-06-30 12:00:00,2549.6810944,2482.2819144500536
2006-07-31 12:00:00,2554.4709736,2532.811518543469
2006-08-31 12:00:00,2538.3188541,2390.3498141562695
2006-09-30 12:00:00,2583.5140658,2515.3061545859455
2006-10-31 12:00:00,2560.7742144,2546.646484395456
2006-11-30 12:00:00,2544.9264337,2533.621432977196
2006-12-31 12:00:00,2603.9815197,2524.9207070168895
2007-01-31 12:00:00,2546.9029383,2515.436239965657
2007-02-28 12:00:00,2589.2010701,2505.5460980862244
2007-03-31 12:00:00,2608.9700693,2502.0543275957234
2007-04-30 12:00:00,2618.3447373,2582.8245873021315
2007-05-31 12:00:00,2613.6542637,2513.9632098277507
2007-06-30 12:00:00,2614.1128735,2554.9749503615535
2007-07-31 12:00:00,2628.9781586,2610.508618175381
2007-08-31 12:00:00,2606.5577345,2494.3023978480023
2007-09-30 12:00:00,2645.3333708,2554.6678665968057
2007-10-31 12:00:00,2633.2893058,2571.889368264286
