datetime,value,predict
2014-08-11 12:00:00,920.21,919.4456751813054
2014-08-12 12:00:00,930.87,921.2237850098978
2014-08-13 12:00:00,924.08,921.8242026640437
2014-08-14 12:00:00,924.08,922.1216429274724
2014-08-15 12:00:00,916.72,922.328391631926
2014-08-16 12:00:00,945.33,922.9863065702764
2014-08-17 12:00:00,954.08,923.5873920397711
2014-08-18 12:00:00,966.56,924.5850186803243
2014-08-19 12:00:00,984.38,925.6864031010433
2014-08-20 12:00:00,981.93,926.1048207318322
2014-08-21 12:00:00,966.12,927.404079173627
2014-08-22 12:00:00,960.67,928.2960676489092
2014-08-23 12:00:00,960.11,928.2509953897926
2014-08-24 12:00:00,943.44,929.4551901966888
