datetime,value,predict
2016-10-23 12:00:00,3117.6,2913.7621352178485
2016-10-30 12:00:00,2928.4,3124.3500950892644
2016-11-06 12:00:00,2783.4,3162.860235021203
2016-11-13 12:00:00,2987.1,3083.3236290842046
2016-11-20 12:00:00,2533.1,2948.621054434444
2016-11-27 12:00:00,3403.5,3918.7358444519787
2016-12-04 12:00:00,3054.5,3578.3113326253497
2016-12-11 12:00:00,3060.2,3121.729170506924
2016-12-18 12:00:00,3022.7,3052.6939118773453
2016-12-25 12:00:00,3426.2,4098.209325391177
2017-01-01 12:00:00,4886.7,5367.5401953536075
2017-01-08 12:00:00,4280.2,4576.689700414453
2017-01-15 12:00:00,3533.6,3781.096354955903
