datetime,value,predict
2015-07-31 12:00:00,2405.0,2445.4190476190474
2015-08-31 12:00:00,2533.0,2438.4766355140187
2015-09-30 12:00:00,2475.0,2427.939189189189
2015-10-31 12:00:00,2449.0,2427.5125628140704
2015-11-30 12:00:00,2457.0,2442.4476744186045
2015-12-31 12:00:00,2467.0,2440.8167938931297
2016-01-31 12:00:00,2499.0,2486.25748502994
2016-02-29 12:00:00,2592.0,2486.2764705882355
2016-03-31 12:00:00,2586.0,2494.867924528302
2016-04-30 12:00:00,2558.0,2508.394117647059
2016-05-31 12:00:00,2665.0,2531.9777777777776
2016-06-30 12:00:00,2567.0,2521.8888888888887
2016-07-31 12:00:00,2522.0,2544.451219512195
2016-08-31 12:00:00,2725.0,2556.314814814815
2016-09-30 12:00:00,2687.0,2614.7714285714287
2016-10-31 12:00:00,2712.0,2563.2872340425533
2016-11-30 12:00:00,2687.0,2561.6481481481483
2016-12-31 12:00:00,2692.0,2610.2631578947367
