datetime,value,predict
2016-10-09 12:00:00,1258.78,1329.0375596106057
2016-10-16 12:00:00,1335.44,1332.8085054408389
2016-10-23 12:00:00,1229.92,1336.0346580304706
2016-10-30 12:00:00,1305.02,1338.731629409752
2016-11-06 12:00:00,1251.08,1341.106244115573
2016-11-13 12:00:00,1192.61,1343.7880100107031
2016-11-20 12:00:00,1232.56,1344.674175921072
2016-11-27 12:00:00,1280.13,1346.58799238055
2016-12-04 12:00:00,1217.91,1348.7932027549596
2016-12-11 12:00:00,1237.3,1353.2940188931213
2016-12-18 12:00:00,1200.59,1356.9026228552239
2016-12-25 12:00:00,1223.0,1358.7966795145367
2017-01-01 12:00:00,1325.46,1360.833626669762
