datetime,value,predict
1990-09-21 12:00:00,1938.0,1913.0184678395196
1990-09-22 12:00:00,2025.0,1908.7405930821485
1990-09-23 12:00:00,2043.0,1908.451657554205
1990-09-24 12:00:00,1973.0,1911.8557702962903
1990-09-25 12:00:00,1942.0,1912.640388614912
1990-09-26 12:00:00,1931.0,1908.6519641842467
1990-09-27 12:00:00,1899.0,1907.1755507342166
1990-09-28 12:00:00,1968.0,1912.2391189314635
1990-09-29 12:00:00,2045.0,1924.96437845716
1990-09-30 12:00:00,2027.0,1934.8981636853846
1990-10-01 12:00:00,2001.0,1940.8699976026835
1990-10-02 12:00:00,1976.0,1945.9107378112149
1990-10-03 12:00:00,2061.0,1951.5169368341058
1990-10-04 12:00:00,2038.0,1956.2580279457284
