datetime,value,predict
2016-04-30 12:00:00,5003.0,2000.0
2016-05-31 12:00:00,7000.0,5900.0
2016-06-30 12:00:00,5000.0,5950.0
2016-07-31 12:00:00,2561.5,5900.0
2016-08-31 12:00:00,1656.5,5000.0
2016-09-30 12:00:00,2407.0,3650.0
2016-10-31 12:00:00,3902.0,4900.0
2016-11-30 12:00:00,5000.0,5000.0
2016-12-31 12:00:00,3740.0,5000.0
2017-01-31 12:00:00,5000.0,5000.0
2017-02-28 12:00:00,5000.0,5000.0
2017-03-31 12:00:00,5000.0,5250.0
2017-04-30 12:00:00,3000.0,9067.0
2017-05-31 12:00:00,5000.0,2000.0
2017-06-30 12:00:00,10000.0,5900.0
2017-07-31 12:00:00,10000.0,5950.0
2017-08-31 12:00:00,9450.0,5900.0
2017-09-30 12:00:00,4950.0,5000.0
