datetime,value,predict
2018-12-30 12:00:00,5820.04,5841.18145043235
2019-01-06 12:00:00,5811.86,5845.047825582558
2019-01-13 12:00:00,5764.85,5839.682924969081
2019-01-20 12:00:00,5774.63,5842.830365604862
2019-01-27 12:00:00,5782.51,5844.830701302016
2019-02-03 12:00:00,5729.81,5851.225581981561
2019-02-10 12:00:00,5736.21,5852.4789869040505
2019-02-17 12:00:00,5784.8,5855.831940695133
2019-02-24 12:00:00,5783.06,5855.941140174011
2019-03-03 12:00:00,5742.76,5859.364272372108
2019-03-10 12:00:00,5732.81,5866.570306862204
2019-03-17 12:00:00,5730.19,5873.90483119537
2019-03-24 12:00:00,5678.13,5885.92131487179
