datetime,value,predict
2015-07-31 12:00:00,2157.427,2219.759652496112
2015-08-31 12:00:00,2104.832,2211.1039953903764
2015-09-30 12:00:00,2216.255,2206.5998462861357
2015-10-31 12:00:00,2322.126,2247.761126136614
2015-11-30 12:00:00,2058.089,2239.2318105702793
2015-12-31 12:00:00,2165.622,2234.768954463572
2016-01-31 12:00:00,1820.346,2274.710620891474
2016-02-29 12:00:00,2010.978,2266.432627474761
2016-03-31 12:00:00,2130.774,2262.157496466378
2016-04-30 12:00:00,2289.637,2301.065688260054
2016-05-31 12:00:00,2104.371,2293.1708885826756
2016-06-30 12:00:00,2235.495,2289.1911143306506
2016-07-31 12:00:00,2147.806,2327.175060384741
2016-08-31 12:00:00,2291.359,2319.6982914874807
2016-09-30 12:00:00,2130.548,2316.0232110859124
2016-10-31 12:00:00,2130.572,2353.108018494222
2016-11-30 12:00:00,2332.958,2346.02476424737
2016-12-31 12:00:00,2170.878,2342.625064571305
