datetime,value,predict
2015-05-21 12:00:00,16861.1,16649.003294538525
2015-05-22 12:00:00,16954.1,16670.313148863403
2015-05-23 12:00:00,16924.8,16670.23575312628
2015-05-24 12:00:00,17212.6,16649.250002820037
2015-05-25 12:00:00,17499.9,16635.59158352723
2015-05-26 12:00:00,17353.7,16672.60779685639
2015-05-27 12:00:00,17566.8,16705.499809471927
2015-05-28 12:00:00,17633.8,16715.75259108014
2015-05-29 12:00:00,17667.3,16708.640303345586
2015-05-30 12:00:00,17482.7,16701.321608286024
2015-05-31 12:00:00,17793.7,16715.543024766164
2015-06-01 12:00:00,18077.8,16726.321286957005
2015-06-02 12:00:00,17845.1,16736.52957944022
2015-06-03 12:00:00,17520.1,16749.839828470504
