datetime,value,predict
2016-10-09 12:00:00,5447.979,5404.77368762307
2016-10-16 12:00:00,5462.14,5413.466375013225
2016-10-23 12:00:00,5487.29,5419.077707963121
2016-10-30 12:00:00,5483.53,5419.685727717652
2016-11-06 12:00:00,5478.69,5421.704920367276
2016-11-13 12:00:00,5471.28,5436.934954210179
2016-11-20 12:00:00,5473.97,5440.49642382442
2016-11-27 12:00:00,5487.77,5445.404079441068
2016-12-04 12:00:00,5448.53,5439.6744895665415
2016-12-11 12:00:00,5428.96,5454.9460997588085
2016-12-18 12:00:00,5440.01,5460.340996099804
2016-12-25 12:00:00,5462.1,5468.649729611878
2017-01-01 12:00:00,5471.9,5464.608630875775
