datetime,value,predict
2014-05-31 12:00:00,5587.9,5573.166642813234
2014-06-30 12:00:00,5458.9,5557.27042492503
2014-07-31 12:00:00,5580.9,5551.189215673949
2014-08-31 12:00:00,5717.7,5542.173717512162
2014-09-30 12:00:00,5687.2,5533.883246609803
2014-10-31 12:00:00,5820.5,5525.534493135902
2014-11-30 12:00:00,5802.0,5516.559798385191
2014-12-31 12:00:00,5643.6,5508.176356010721
2015-01-31 12:00:00,5287.9,5499.710284844732
2015-02-28 12:00:00,5446.5,5490.756225745499
2015-03-31 12:00:00,5359.5,5482.826232199963
2015-04-30 12:00:00,5465.7,5474.323102176775
2015-05-31 12:00:00,5339.9,5465.787763386525
2015-06-30 12:00:00,5169.9,5457.668060711859
2015-07-31 12:00:00,5319.1,5449.126730528953
2015-08-31 12:00:00,5356.2,5440.7621353986515
2015-09-30 12:00:00,5235.3,5432.620342909537
2015-10-31 12:00:00,5344.0,5430.2693584305525
