datetime,value,predict
2016-10-23 12:00:00,3117.6,3076.8723152931443
2016-10-30 12:00:00,2928.4,3057.912832735644
2016-11-06 12:00:00,2783.4,3073.677955064045
2016-11-13 12:00:00,2987.1,3117.5967535331993
2016-11-20 12:00:00,2533.1,3167.522188186458
2016-11-27 12:00:00,3403.5,3172.9540396842795
2016-12-04 12:00:00,3054.5,3181.9312207514076
2016-12-11 12:00:00,3060.2,3151.0836669122637
2016-12-18 12:00:00,3022.7,3142.7668772194647
2016-12-25 12:00:00,3426.2,3121.3332211479246
2017-01-01 12:00:00,4886.7,3132.0108042818692
2017-01-08 12:00:00,4280.2,3091.0877908671946
2017-01-15 12:00:00,3533.6,3014.1173771224185
