datetime,value,predict
2013-07-09 12:00:00,15157.6,15068.433557510376
2013-07-10 12:00:00,15097.6,15065.021572113037
2013-07-11 12:00:00,14930.7,15070.018350601196
2013-07-12 12:00:00,15102.1,15050.237548828125
2013-07-13 12:00:00,15030.6,15056.42271232605
2013-07-14 12:00:00,14946.0,15029.498428344727
2013-07-15 12:00:00,15093.2,15051.411846160889
2013-07-16 12:00:00,15200.5,15073.640019893646
2013-07-17 12:00:00,15102.2,15034.957202911377
2013-07-18 12:00:00,14979.7,15103.519954681396
2013-07-19 12:00:00,15056.4,15088.475082397461
2013-07-20 12:00:00,15094.9,15014.4001121521
2013-07-21 12:00:00,15078.0,15113.79956817627
2013-07-22 12:00:00,14701.2,15008.831909179688
