datetime,value,predict
2012-09-25 12:00:00,688.241480181,687.6042938665167
2012-09-26 12:00:00,708.7678647915,688.0856544525905
2012-09-27 12:00:00,693.6913095201,692.1159069344142
2012-09-28 12:00:00,673.4078219749,691.7425048864386
2012-09-29 12:00:00,685.5928752595,694.0561834452789
2012-09-30 12:00:00,669.1524999296,693.9494927390729
2012-10-01 12:00:00,670.3474985719,693.6907547234538
2012-10-02 12:00:00,649.8260072292,693.5643747982244
2012-10-03 12:00:00,648.9616738847,691.5647234480805
2012-10-04 12:00:00,633.3255683383,693.1300535131523
2012-10-05 12:00:00,637.4516880381,694.41419220922
2012-10-06 12:00:00,673.1848283428,694.9654917974433
2012-10-07 12:00:00,675.0864254323,693.1077225996167
2012-10-08 12:00:00,708.7359372915,691.6317656242193
