datetime,value,predict
2016-02-29 12:00:00,2460.90512,2777.9597606582993
2016-03-31 12:00:00,2459.17402,2737.2659120745725
2016-04-30 12:00:00,2454.37755,2654.1206280967895
2016-05-31 12:00:00,2466.32116,2680.9481966579697
2016-06-30 12:00:00,2443.27743,2639.3237603804814
2016-07-31 12:00:00,2447.03513,2589.102366300571
2016-08-31 12:00:00,2441.60239,2619.5056578647245
2016-09-30 12:00:00,2432.72442,2591.9485253365483
2016-10-31 12:00:00,2413.2929,2592.1969291565806
2016-11-30 12:00:00,2382.39617,2593.142951582212
2016-12-31 12:00:00,2378.70547,2481.2418974793263
2017-01-31 12:00:00,2389.90823,2585.8044337016877
2017-02-28 12:00:00,2391.10763,2493.2729053468565
2017-03-31 12:00:00,2399.19248,2423.225756747573
2017-04-30 12:00:00,2402.9236,2469.9060243435333
2017-05-31 12:00:00,2415.55071,2522.3297026222795
2017-06-30 12:00:00,2387.56079,2368.048697757902
2017-07-31 12:00:00,2398.98307,2341.249945115356
