datetime,value,predict
1994-02-07 12:00:00,2616.0,2658.6456922877087
1994-02-08 12:00:00,2540.0,2652.6120269407943
1994-02-09 12:00:00,2451.0,2647.6804352162662
1994-02-10 12:00:00,2416.0,2645.582607727541
1994-02-11 12:00:00,2435.0,2658.584356385418
1994-02-12 12:00:00,2476.0,2653.064704277158
1994-02-13 12:00:00,2458.0,2666.07697295745
1994-02-14 12:00:00,2405.0,2674.7413217664
1994-02-15 12:00:00,2450.0,2677.2369361370565
1994-02-16 12:00:00,2420.0,2680.6383637960116
1994-02-17 12:00:00,2428.0,2668.8747799509606
1994-02-18 12:00:00,2468.0,2679.2543554247436
1994-02-19 12:00:00,2422.0,2667.337871396946
1994-02-20 12:00:00,2415.0,2670.791824224779
