datetime,value,predict
2014-08-11 12:00:00,920.21,913.8958661074454
2014-08-12 12:00:00,930.87,908.6309602098564
2014-08-13 12:00:00,924.08,912.7272665541129
2014-08-14 12:00:00,924.08,911.5814467653731
2014-08-15 12:00:00,916.72,901.3164038314706
2014-08-16 12:00:00,945.33,904.9130089727596
2014-08-17 12:00:00,954.08,890.9705722300073
2014-08-18 12:00:00,966.56,901.733552881913
2014-08-19 12:00:00,984.38,892.0067497258185
2014-08-20 12:00:00,981.93,880.2503739416131
2014-08-21 12:00:00,966.12,867.3091859253552
2014-08-22 12:00:00,960.67,856.0599330617567
2014-08-23 12:00:00,960.11,858.9886085737562
2014-08-24 12:00:00,943.44,846.0023605547049
