datetime,value,predict
2016-10-09 12:00:00,24019.73,23976.286062169245
2016-10-16 12:00:00,23983.72,23990.072473578155
2016-10-23 12:00:00,24168.42,23940.65569023398
2016-10-30 12:00:00,24240.09,23958.729082916572
2016-11-06 12:00:00,24481.23,24080.03111248539
2016-11-13 12:00:00,24419.29,24094.14416039408
2016-11-20 12:00:00,24441.25,24153.698633545304
2016-11-27 12:00:00,24333.51,24204.384468017808
2016-12-04 12:00:00,24398.35,24315.71847059008
2016-12-11 12:00:00,24222.27,24398.323304126832
2016-12-18 12:00:00,24359.23,24370.00511557258
2016-12-25 12:00:00,24297.26,24361.625543245253
2017-01-01 12:00:00,24345.73,24419.43223614138
