datetime,value,predict
2012-09-25 12:00:00,1197.49,1171.0929593536448
2012-09-26 12:00:00,1199.48,1175.4900654590647
2012-09-27 12:00:00,1219.49,1177.327582413091
2012-09-28 12:00:00,1216.77,1175.5923935598812
2012-09-29 12:00:00,1211.16,1178.4222997689822
2012-09-30 12:00:00,1211.36,1178.1117757495122
2012-10-01 12:00:00,1215.44,1179.9395475754513
2012-10-02 12:00:00,1226.18,1179.7985936385592
2012-10-03 12:00:00,1224.56,1176.720804130087
2012-10-04 12:00:00,1240.38,1182.7350190025159
2012-10-05 12:00:00,1244.67,1181.1576054523223
2012-10-06 12:00:00,1238.71,1181.321358040371
2012-10-07 12:00:00,1232.26,1178.059159780373
2012-10-08 12:00:00,1223.46,1178.5424334462552
