datetime,value,predict
2015-08-31 12:00:00,1437.321585,1464.0522893795141
2015-09-30 12:00:00,1442.794959,1490.0024701619234
2015-10-31 12:00:00,1519.380791,1557.7758020337697
2015-11-30 12:00:00,1461.413635,1544.6679140597598
2015-12-31 12:00:00,1637.523805,1559.9158795971111
2016-01-31 12:00:00,1595.006915,1587.714326382596
2016-02-29 12:00:00,1702.476565,1592.7422325361313
2016-03-31 12:00:00,1633.077637,1546.9211445533522
2016-04-30 12:00:00,1664.541719,1507.2614658584594
2016-05-31 12:00:00,1595.856435,1502.9820608315365
2016-06-30 12:00:00,1588.284663,1525.859344629994
2016-07-31 12:00:00,1557.487447,1487.9658191563317
2016-08-31 12:00:00,1522.850054,1457.6467515948775
2016-09-30 12:00:00,1561.645889,1511.6041755822373
2016-10-31 12:00:00,1525.869382,1589.5603285654709
2016-11-30 12:00:00,1578.626145,1567.9355205406741
2016-12-31 12:00:00,1642.594101,1547.206197603137
2017-01-31 12:00:00,1606.434693,1562.7911182538014
