datetime,value,predict
2016-03-31 12:00:00,3516.4,3363.616505596498
2016-04-30 12:00:00,3616.4,3418.440402063046
2016-05-31 12:00:00,3370.9,3419.973371835554
2016-06-30 12:00:00,3572.0,3448.3039763501138
2016-07-31 12:00:00,3639.2,3446.719715693924
2016-08-31 12:00:00,3897.7,3450.418098031733
2016-09-30 12:00:00,3919.1,3465.78742737694
2016-10-31 12:00:00,3666.7,3485.7546488325956
2016-11-30 12:00:00,3913.6,3512.4341516974264
2016-12-31 12:00:00,3949.7,3547.256996691537
2017-01-31 12:00:00,3881.1,3579.0754390388083
2017-02-28 12:00:00,3800.1,3514.9237046513467
2017-03-31 12:00:00,4075.3,3545.4014685101733
2017-04-30 12:00:00,3836.6,3476.6307545253285
2017-05-31 12:00:00,3947.7,3537.034788614712
2017-06-30 12:00:00,4029.3,3507.7473279986475
2017-07-31 12:00:00,4057.3,3478.3745255461104
2017-08-31 12:00:00,4240.0,3445.739617857409
