datetime,value,predict
2016-10-30 12:00:00,4410.5,4660.225959142012
2016-11-06 12:00:00,4581.6,5017.49085930968
2016-11-13 12:00:00,4723.5,5145.907456170361
2016-11-20 12:00:00,4791.8,5204.488934467692
2016-11-27 12:00:00,5421.0,5823.450751532516
2016-12-04 12:00:00,5510.5,6342.487632464981
2016-12-11 12:00:00,5612.2,6184.403869723306
2016-12-18 12:00:00,5829.8,6156.205733843304
2016-12-25 12:00:00,6084.9,6722.960100526867
2017-01-01 12:00:00,6239.6,7372.441619294612
2017-01-08 12:00:00,6659.6,7249.43681891943
2017-01-15 12:00:00,6860.6,6907.169358352829
2017-01-22 12:00:00,6854.3,7151.407106044729
